FacultyArea,InstitutionType,ReviewText,AverageRating,Sentiment
Yabancı Diller Yüksekokulu,üniversite,Süper bir hoca. :),4.6,1.0
Eğitim Fakültesi,üniversite,Bir zevkti. :D,4.56,1.0
Eğitim Fakültesi,üniversite,Dersin gerekliliği hakkında kafamda soru işaretleri olsada bu dersten memnunum. :D,4.6,1.0
Fen-Edebiyat Fakültesi,üniversite,Harika bir hocamız.,4.7,1.0
Eğitim Fakültesi,üniversite,Olması gerektiği gibi.,4.56,1.0
Eğitim Fakültesi,üniversite,Anlatılmaz yaşanır.,4.56,1.0
Mühendislik ve Mimarlık Fakültesi,üniversite,"Kazık atma lafını her derste söylemeyi adet edinmiştir. Derse geç gelen biri olduğunda sen şimdi bize kazık atıyorsun diyip kaç dakika kazık attığını hesaplar. Ama şunun farkına varmaz ki, o kazık atma hesabı yaparken, kendisi de bize kazık atar.",4.2,1.0
Fen Fakültesi,üniversite,Çok anlayışsızdır sağolsun.,1.4,0.0
Mühendislik ve Mimarlık Fakültesi,üniversite,Dersleri çok eğlenceli geçiyor. Adam gibi adam.,3.8,1.0
Uygulamalı Bilimler Yüksekokulu,üniversite,"Bir numara! Üstüne hoca tanımam. Ders anlatırken adamın aklını alıverir. Kızarsa fena kızar, derste dikkatli olunmalıdır. Sınavları kazıktır ama dersini dinlediyseniz yaparsınız. Helal olsun dedirtir.",3.6,1.0
Mühendislik ve Mimarlık Fakültesi,üniversite,Ders saatleri dışında çok anlayışlı ama bir o kadar da insanları bozmayı sever. :),3.6,1.0
İngilizce,lise,İngilizce'yi bana sevdiren öğretmen.,5.0,1.0
Eğitim Fakültesi,üniversite,Hocam ben sizin öğrencinizim.,4.6,1.0
Mühendislik Fakültesi,üniversite,"Çok iyi bir hoca. İstanbul Üniversitesi'nin sahip olduğu en iyi akademisyen bence şu anda. Kaçırılmaması gereken bir hoca. Harika bir kişiliğe sahiptir, çok iyi ders anlatır. İyi sorular sorar ama sorsun, hakkı var. Harikasınız Serdar Barış...",4.0,1.0
Mühendislik Fakültesi,üniversite,"Dekanımızdır, saygılar. :D Ama şu sınavları biraz daha derste anlattıklarından sorsa keşke. :D",1.4,0.0
Mühendislik Fakültesi,üniversite,Derste anlattığından daha farklı ve zor soruyor sınavlarda.,1.4,0.0
Mühendislik Fakültesi,üniversite,Ders kitabı var ama yok gibi. ,2.0,0.0
Edebiyat Fakültesi,üniversite,"Çok iyi bir hocamız, daima yardımsever, sürekli derslere hazır gelir.",4.6,1.0
Yabancı Diller Yüksekokulu,üniversite,A very good teacher. :),4.2,1.0
Yabancı Diller Yüksekokulu,üniversite,That's cool. :),4.8,1.0
Mühendislik Fakültesi,üniversite,Çok iyi.,5.0,1.0
Fen-Edebiyat Fakültesi,üniversite,"Bölüm hocalarımın içinde en sevdiğim ve örnek aldığım, dersini en ön sıralarda dinlediğim bir hoca. Kendisi öğretmek için ders anlatan ve bununla  birlikte bize dersin yanında hayattan da dersler veren saygıdeğer bir hocam.",4.0,1.0
Eğitim Fakültesi,üniversite,Uludağ Üniversitesi'nin en mükemmel hocasıdır kendisi.,3.0,
Edebiyat Fakültesi,üniversite,"""Geççen bunları usta"", ""felsefe, bunalımlar, dertler"" sözleriyle beni benden alan hocam. Canım benim. İdolüm. Çok seviyorum kendisini.",3.0,
İktisadi ve İdari Bilimler Fakültesi,üniversite,"İsmail Hoca'dan ders almak ayrıcalıktır. Güncel, anlaşılır, sade ve bol örneklerle anlatır. Anlayamayan ruhen sınıfta değildir. Bugüne kadar surat astığını görmedim. Öğrenciden saygı görür çünkü herkese sevgi ve saygıyla yaklaşır, dinler. Ne mutlu bize ki böyle bir hocadan ders alma şansımız oldu.",4.8,1.0
Mühendislik Mimarlık Fakültesi,üniversite,"Süper bir hocadır, çok kibardır ve çok da çalışkandır. Hoca gibi hocadır.",4.6,1.0
Fen Fakültesi,üniversite,"Çok iyi bir hoca, bir de telefondan ulaşabilsem. :)",3.4,
Edebiyat Fakültesi,üniversite,"Sadece okul içerisinde değil dışarısında da görüşlerine danışabileceğiniz, güvenebileceğiniz, öncelikle çok iyi bir insan ve  size çok fazla şey katabilecek bir akademisyen.",4.0,1.0
İletişim Fakültesi,üniversite,Hoca olarak iyi biri ancak sınıfın geri kalması ve hazırlıksız gelmesi yüzünden dersi toparlamakta zorlanıyor. Bir an önce otoriteyi öğrencilerinden almalı.,2.2,0.0
Edebiyat Fakültesi,üniversite,"Şimdiye kadar bir çok tanıdığım akademisyen oldu ancak Kerem Hoca gibi anlattığı derse son derece hakim, sorulara kolaylıkla ve net cevap verebilen, adaletli ve dersine severek gidilen birini görmedim.",4.0,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,İyi hoca.,4.6,1.0
Mühendislik Fakültesi,üniversite,Vallahi çok keyifli bir ders.,4.6,1.0
Mühendislik Fakültesi,üniversite,On numara hocadır kendisi. ,4.6,1.0
Din Kültürü ve Ahlak Bilgisi,lise,Süper.,4.6,1.0
Eğitim Fakültesi,üniversite,"Adam gibi adamdır, hatırşinas ve merttir.",3.87,1.0
Hukuk Fakültesi,üniversite,Hukuk Fakültesi'nin en karizmatik hocalarından biridir. Dersi esprili bir şekilde işler ve öğrencileri sıkmaz. Bazen dersi erken bitirir. Notlandırması çok bol değildir ancak soruları da zor değildir. Bilirseniz rahatlıkla yaparsınız. Aynı zamanda da genel kültürü tavan yapmıştır.,4.8,1.0
Fen Edebiyat Fakültesi,üniversite,Hayatımda tanıdığım en kötü hoca.,1.0,0.0
Gazi Eğitim Fakültesi,üniversite,Hocam insaf biraz insaf yav. Ömrümü yedin bitirdin valla.,1.0,0.0
Hukuk Fakültesi,üniversite,Çok iyi bir hoca.,4.4,1.0
Mühendislik Fakültesi,üniversite,Gerçek hayatta tamamen gereksiz konular anlatıyor. Osmangazi'deki profesörler elli kat daha iyidir her konuda. Artık Dpü İnşaat değişmeli. Eski hocaları emekliliğe davet ediyoruz. Öğrenci sevgisiyle dolu hocalar istiyoruz.,1.4,0.0
Hukuk Fakültesi,üniversite,"İÜ Hukuk Fakültesi dekanı. Esprili, öğrenciden yana, öğrenciyi dinleyen,
dersleri elinde mikrofonla gezen, öğrencinin konuşmasını, eleştirmesini isteyen, bir öğle yemeğinde okulda tek başına geziyorken rastlayabileceğiniz, ""arkadaşlar ne var ne yok"" sorusuyla samimiyetini ortaya koyan, iyi bir hoca.",3.2,
Hukuk Fakültesi,üniversite,"Orjinal, mantıklı, canayakın, sevecen, öğrenci dostu, mesafeyi koruyabilen, saygı duyulan bir insan. Dersi kaale alınmalı.",3.2,
Hukuk Fakültesi,üniversite,"Ender, saygı duyulası, hakiki bir beyefendi, öğrenci yaklaşımı ile çoğu kez kendine dahi muhalif, yardımsever, iyi niyetli, öğrencisini asla geri çevirmeyen, birazda ""büyükler beklemeli"" anlayışıyla işini dahi çoğu kez geri bırakmayı düşünebilen, esprili, hoş sohbet, dolu muhabbet, tanınması şiddetle gereken.",4.4,1.0
Hukuk Fakültesi,üniversite,"Efendi, kibar, anlayışlı, saygılı, öğrenciyi anlayan, iyi bir eğitimci.",4.0,1.0
Mühendislik Fakültesi,üniversite,Ne kadar dinlersem dinleyeyim derste hep uykum geldi.,1.6,0.0
Mühendislik Fakültesi,üniversite,"Hoca ders anlatmakta biraz acemi gibi. Derste çok strese giriyor, terliyor, olmadı tekrar tahtayı silip dolduruyor.",2.0,0.0
Mühendislik Fakültesi,üniversite,İyidir Refik Hoca.,2.6,
Mühendislik Fakültesi,üniversite,Bu ders iş hayatımda çok işime yaradı. Bir ara Niyazi Hoca devam konusunda bana takmıştı ama sonra arayı düzelttik.,4.6,1.0
Fen Edebiyat Fakültesi,üniversite,İyi biri değil.,3.1,
Hukuk Fakültesi,üniversite,Ali Hoca çok rahattır. Derste öğrencileri kasmaz. Sınavları kolaydır ancak notlandırmasını neye göre yaptığını anlayamazsınız.,3.6,1.0
Fransızca,lise,"Derste tahtaya kızlar çıkar, çiğköfte yapımı dinlersin, Real Madrid konuşur, İbo dinlersin.
Tek kelime Fransızca bilmesende, öğrenmesende, sınavda kağıdı hep doldur çünkü Madrid'in kadrosu çok kabarık.",1.0,0.0
Beden Eğitimi,lise,Nalın beden hocası.,3.8,1.0
Fizik,lise,Comba Hoca is the best. :D,4.8,1.0
Edebiyat Fakültesi,üniversite,"Çok iyi bir hocamız, konuya çok hakim ve derse hazırlanıp geliyor. Öğrencilerini bilimsel olarak yetiştirmek isteyen, çok iyi bir hoca. Konusunda bir sürü kitabı ve makalesi var. Kıymetini bilmemiz gereken bir insan. :)))",5.0,1.0
Fen-Edebiyat Fakültesi,üniversite,Fizik ve akademisyenlik adına kendisinden sayısız bilgi öğrendiğim bir bilim insanı.,4.2,1.0
Eğitim Fakültesi,üniversite,İyi adamdır.,4.2,1.0
Fen Edebiyat Fakültesi,üniversite,"Kutsal Hoca bir tanedir. Bugünkü dersiyle dönemi, ""Bir dönem boyunca bana katlandığınız için teşekkür ederim"" diyerek bitirmiştir. :)",3.6,1.0
Mühendislik Fakültesi,üniversite,"Derse ilk girdiğinde herkesin adını öğrenen, hafızasına bunu dört yıl boyunca kazıyan ve bununla da kalmayıp kimin nereli olduğunu bilen bir hocadır. Anlattığı dersleri yaz okulunda aptala anlatsa anlar denilen biridir. Çok nadir bir kişiliktir. Kendi deyimi ile süs yüzüğü dahil hiçbir yüzük takmamıştır.",3.0,
Mühendislik Fakültesi,üniversite,Son derece bilgili ve dersleri anlaşılır bir şekilde anlatır sayın hocamız.,4.6,1.0
Din Kültürü ve Ahlak Bilgisi,lise,İyi bir hoca.,5.0,1.0
Veteriner Fakültesi,üniversite,Çok güzel ders anlatırdı.,5.0,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,Bu dersi de Füsun hocamdan almak muhteşem bir şanstı.,4.49,1.0
Mühendislik Fakültesi,üniversite,"Bölümün en karizmatik hocası, övünmeyi çok seven birisidir. Çok yardımseverdir. Ama yanında asistan olmayın. Asistanına iyi yüklenir.",4.6,1.0
Mühendislik Fakültesi,üniversite,Bölümümüzün en yardımsever hocalarındandır. İş yükü fazla olmasına rağmen severim hocamı.,4.4,1.0
Yabancı Diller Yüksekokulu,üniversite,İlk öğrencilerindenim. :D,4.8,1.0
Ziraat Fakültesi,üniversite,"Prensiplerine bağlı ama baskıyla yada sert davranarak kendisine saygı gösterilmesini sağlamayan, aksine o saygı kendiliğinden oluşuyor. Nasıl başarıyor bilmiyorum ama mütevaziliği, kurallarına bağlılığı, yeri gelince öğrenciden bile özür dileyebilmesi. Muhteşem biri. Yine de korkar öğrenciler ondan. :)",4.2,1.0
Yabancı Diller Yüksekokulu,üniversite,Çok tatlı bir hocadır. Yardımseverdir ve dersleri zevklidir. Severim kendisini.,4.8,1.0
Eğitim Fakültesi,üniversite,Öğretmen olacağımızı hissettirdi.,4.6,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,Farklı olmayı seven bir hoca. Ayrıca kaliteli de. Onun gibi ders anlatmayı isterdim.,4.4,1.0
İngilizce,lise,"Hardworking, very like native speaker, understanding.",3.56,1.0
Edebiyat Fakültesi,üniversite,Kendisinden daha öncede bir çok ders aldım. Buna dayanarak diyebilirim ki kendisi anlaşılır ve düzenli bir hocadır. Dersleri eğlenceli ve bir o kadar da verimli geçer. Eminim kendisinden öğrenecek daha çok şeyim var.,4.6,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,Hayatımda görüp görebileceğim en muhteşem hoca.,4.4,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,"Muhteşem bir hoca. Dersleri işleyiş şekli, önerileri, yardımseverliği, öğrencilerle iletişim derecesinin mükemmelliği ile aklımda kalacak nadir hocalarımın arasında en birincisidir.",4.49,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,Öğrencilerinin sadece mesleki gelişimine yardımcı olmakla kalmayıp elinden gelen her türlü yardımı da esirgemez. Şahsen Füsun Hoca anlaşılması ve sevilmesi zor bir dersin sadece ezberde kalmamasını sağladı benim için ki hatirladığım ender derslerden biridir siyaset sosyolojisi. Gerçekten başarıyı hakediyor.,4.49,1.0
Matematik,lise,Gerçekten iyi bir hocadır. Kendisinin ders anlatışı akıcı ve eğlencelidir. Herşeyi dozunda tutar.,4.2,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,"Ders işleyişi bakımından ilkellikten tamamen uzak, öğrenme odaklı, farklılığı benimseyen bir hoca. Ayrıca öğrencisi için gösterdiği gayretle her zaman bir adım önde olmayı hak ediyor. Her zaman saygı gösterilesi bir şahsiyet. Sayın hocamın gönülden sevdiğim insanlar arasında olduğunu da belirtmeliyim.",4.49,1.0
Fen Edebiyat Fakültesi,üniversite,Caner Taslaman gördüğüm en donanımlı ve yardımsever hoca. Derin bilgisini ne yapıp edip öğrenciye geçirir. Not konusunda hiç sıkıntı yaratmaz. Yeterki ilginizi görsün. Onun açtığı tüm dersleri alın derim. Son zamanlarda TV'lerde çokça boy gösterir oldu. Ünü üniversite dışına taşacak sanırım.,4.8,1.0
Hukuk Fakültesi,üniversite,"Mükemmel, çalışkan, üretken, uluslararası düzeyde bir hoca.
Hayranım kendisine. Şimdi Koç Üniversitesi'nde görev yapıyor.",4.0,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,"Mükemmel, karizmatik, idealist.
Hayranım Müjdat Hoca'ya...",4.4,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,Ben sadece bir ders aldım. Benim için çok zor bir ders olmasına rağmen bugün hafızamda kalan tek ders olma özeliğini gösterdi ve ben bunu sayın hocama borçluyum. Bir dersi günlük hayat  ile bütünleştirerek kolay anlamamızı sağladı. Kısacası şu anda bu alanda doktora yapma istememin mimarı oldu.,4.49,1.0
Uygulamalı Bilimler Yüksekokulu,üniversite,"Zaten en sevdiğim hocalardan biri olmasına rağmen kendisi hakkında ekşisözlükte yazılanları okuduktan sonra daha da bir sevdiğim pek bir iyi MIS hocası. Kendisinden C dersi almıştım. Dersi anlamama gibi bir lüksünüz yok asla. Derslerinde sürekli ""iki null göz çıkartmaz"" gibi atasözleri üretmekte.",3.6,1.0
Uygulamalı Bilimler Yüksekokulu,üniversite,"En sevdiğim hocalardan. Sınıfa girdiğinde havasını hissedebiliyorsunuz. Zaten ders anlatmaya başladımıda masal dinliyorsunuz gibi gelir. Çok karmaşık ve uzun bir soru çözdükten sonra herkesin anlamadığını bile bile arkaya dönüp tebessüm ederek ""easily easily"" demesi favorilerimden. :)",4.2,1.0
Uygulamalı Bilimler Yüksekokulu,üniversite,"Gerçekten çok iyi bir hoca. Kendini yeterince geliştirmiş. Ders anlatırken aralarda genel kültürden birşeyler sorup kimse bilemediği zaman sınıfa nasihatlar vermeye başlıyor, haklı da.. Espiri anlayışı güzel ama her dediğine gülenleri sevmez. Kesinlikle ders almanız gereken bir hoca. :)",3.6,1.0
Ziraat Fakültesi,üniversite,Nispeten kafa hoca ama dağınık anlatıyor.,3.0,
Fen Fakültesi,üniversite,"Türk Dili derslerimiz tam anlamıyla çok eğitici ve öğretici geçiyor. Eğlenceli de..  Meral Hoca hiç sıkılmadan ve sıkmadan, örneği de espiriyi de yerli yerinde kullanarak  gayet verimli dersler işliyor. Ayrıca da tam bir cumhuriyet kadını oluşu ilgimi de çekmiyor değil. :)) Seviyorum kendisini.",5.0,1.0
Ziraat Fakültesi,üniversite,Soğuk bir hoca.,2.2,0.0
Güzel Sanatlar Fakültesi,üniversite,Süper insan. :D,5.0,1.0
Güzel Sanatlar Fakültesi,üniversite,<3,4.0,1.0
Güzel Sanatlar Fakültesi,üniversite,Çok iyi.,4.6,1.0
Fen Edebiyat Fakültesi,üniversite,Bir tanedir kendisi.,4.2,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,Çok iyi bir hoca.,4.0,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,Ne desek az kalır. Anlatılmaz yaşanır.,1.2,0.0
Almanca,lise,Hocam bunlar gerçekten doğru. :),5.0,1.0
Fen Edebiyat Fakültesi,üniversite,"Ben öğrenci değilim ama sitede çalışmış, başarmış olduğu projeleri gördüm, okudum.   Başarılı Veysel Bey gerçekten, çok emek vermiş yıllarca. Profesör olmak kolay değil sanırım. Alınteriyle gelmiş ki bugüne kadar  yapmış işleri görmemek elde değil. İlgimi çekti okudum. Hocama başarılar.",2.3,0.0
İngilizce,lise,Okulda en çok sevilen hocamızdır.,4.7,1.0
Biyoloji,lise,Harika bir öğretmensiniz.,4.4,1.0
Mühendislik Fakültesi,üniversite,"İstatistik, ÇED, Hava Kirliliği deyince şüphesiz Prof. Dr. Gülen Güllü ilk akla gelenlerdendir. Hocam iyi ki sizin gibi kıymetli hocadan doktora seviyesinde bu dersleri alarak sizin gibi ben de Tharan'da öğrenciler yetiştiriyorum. Sevgiler ve Saygılar. Ramin Ezzati",1.8,0.0
Mühendislik Fakültesi,üniversite,Ben bu dersi doktorada A1 ile geçtim fakat o kadar faydalı konular gördüm ki üç sömester dinleyici olarak hocamı dinledim ve şu anda Tahran Harazmi Üniversitesi(TMU)'nde başarıyla bu dersi vermekteyim. Prof. Dr. Cemal Saydam'a saygılar.,1.8,0.0
Fen Fakültesi,üniversite,Harika bir insan ve hocadır.,4.0,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,"Ondört soru ile boru hattı kıvamındadır sınav soruları. Hoca çok bilgili dolayısıyla sorular ona ancak yetiyor fakat derse gelen, çalışan rahatlıkla yapar.",4.4,1.0
Güzel Sanatlar Fakültesi,üniversite,Harika bir hoca. Bal. Dersini alın harika bir arkadaş kazanın. Ha bir de çok şey öğreniyorsunuz çağımıza dair paralelinde sanata dair. Tavsiye edilir.,5.0,1.0
Uygulamalı Bilimler Yüksekokulu,üniversite,Çok zor ve öğrencilerine çok uzak bir hocamız. Hiç tavsiye etmiyorum ben.,1.0,0.0
Uygulamalı Bilimler Yüksekokulu,üniversite,Burçin Hoca çok profesyonel bir insan. Sınavlar biraz daha kolay olabilir ama en azından sıkıcı değil. Oldukça faydalı bir ders veriyor.,2.3,0.0
Uygulamalı Bilimler Yüksekokulu,üniversite,Duygu Hoca mesafeli bir insan ama konusuna çok hakim ve çok güzel anlatabiliyor turizm dersini.,3.4,
Uygulamalı Bilimler Yüksekokulu,üniversite,"Cüneyt hocamız çok iyi bir insan. Dersleri de hafif anlatıyor, çok kastırmıyor.",3.0,
Uygulamalı Bilimler Yüksekokulu,üniversite,Ders çok sıkıcı olmasına rağmen Cenk hocamız elinden geleni yapıyor. A gelecek diye umuyoruz.,4.4,1.0
Kimya,lise,"Şeker hoca, bal hoca Feriddin Hoca.",5.0,1.0
Edebiyat Fakültesi,üniversite,Çok bilgili bir hocadır ve gerçekten dersi güzel işler.,3.2,
Coğrafya,lise,"Böyle şekil çizen hoca ilk defa görüyorum. Bundan sonra da göreceğimi zannetmiyorum. Tüm konuları şekil çizerek anlatıyor. Herhalde okulda bilgisayarda şekil çizip anlatan tek hocadır. Anlatım süper, disiplinli. Hocam nolur soruları biraz kolay sorun. On numarasın hocam.",4.7,1.0
Coğrafya,lise,"Yaptığı gaflar efsanedir. Tansu Çiller'i bile gölgede bırakır. İste birkaçı:
""Çocuklar Şerafettin'in aleti (fotokopi makinası demek istiyor) bozukmuş""
""Oğlum şu pencereyi kapat, bacaklarımın arasında yeller esiyor""
""Çocuklar yoklamayı çabucak yapalım. Burada olmayanlar söylesin hemen""",3.2,
İktisadi ve İdari Bilimler Fakültesi,üniversite,Süper insan.,4.8,1.0
Eğitim Fakültesi,üniversite,"Humanist. İdealist. Tam anlamıyla ""hoca"".",4.4,1.0
Eğitim Fakültesi,üniversite,LOL What a joke!,3.8,1.0
