FacultyArea,InstitutionType,AverageRating,Kolaylık,Anlaşılırlık,DersAnlatımı,Erişilebilirlik,Yardımseverlik,ReviewText,Sentiment
Meslek Yüksekokulu,üniversite,3.2,5,2,2,3,4,Karamanoğlu Mehmetbey Üniversitesi Yüksekokul Makine Bölümü'nün korkulu rüyası.,
Fen Edebiyat Fakültesi,üniversite,1.4,3,1,1,1,1,Yorum yok.,0.0
Mühendislik ve Mimarlık Fakültesi,üniversite,4.4,3,5,5,4,5,"Yardımsever, yeniliklere açık, keyifli ders anlatan, harika bir hoca.",1.0
Türk Dili ve Edebiyatı,lise,4.7,3.5,5,5,5,5,"Her zaman yeniliklere açık, akıcı ve anlaşılır anlatımı ile öğretici ve eğitici dersler vermiştir. Türk Dili'ni kullanmanın inceliklerini ve dilimizin önemini onun sayesinde öğrendim. Borcumu ödeyebilmem mümkün değil. Sevgi ve saygıyla özlüyorum öğretmenimi. Hep mutlu olsun.",1.0
Eğitim Fakültesi,üniversite,4.8,4,5,5,5,5,Kendisine teşekkür ederim. =),1.0
Eğitim Fakültesi,üniversite,4.8,4,5,5,5,5,Çok değerli bir hocamızdır kendisi. =),1.0
Türk Dili ve Edebiyatı,lise,4.4,3,5,5,4,5,İyi birisidir.,1.0
Müzik,lise,5.0,5,5,5,5,5,"Çok iyisiniz, en iyi oyu hakedersiniz.",1.0
Bilişim Teknolojileri,lise,4.4,3,5,5,4,5,Müthiş.,1.0
Matematik,lise,2.8,2,3,3,3,3,Tolga hocam gerçekten 1 numaradır. Öğrenimim boyunca en iyi anlaştığım ve en çok sevdiğim hocam olmuştur. Keşke üniversitede de hocam olsa. Soruları ve ödevleri zordur ama o da öğrenciyi öğrenmeye ve araştırmaya yöneltmek içindir.,
Mühendislik Mimarlık Fakültesi,üniversite,4.2,4,4,4,4,5,Uludağ Üniversitesi'nin Elektronik Mühendisliği'nin en harika hocası.,1.0
Fen Edebiyat Fakültesi,üniversite,2.9,3,4,3.5,2,2,Cep telefonunuzun Farid Farjad çalması bile sizin her konuda bilginiz olduğunun bir göstergesi.,
Edebiyat Fakültesi,üniversite,4.2,3,5,5,3,5,Sivas'ı ısıtan bir bilgi güneşi kendisi.,1.0
Fizik,lise,3.4,3,3,3,4.5,3.5,Diyecek birşey bulamıyorum artık fizikten soğudum.,
Mühendislik Fakültesi,üniversite,4.8,4,5,5,5,5,Görünüş olarak sert bir karakter. Okulda herşey öğrenci için felsefesi onu öğrencinin gözünde bir ağabey noktasına taşıyor. Yaptırdığı okuma salonu kelimelerle ifade edilemez. Teşekkürler hocam...,1.0
Veteriner Fakültesi,üniversite,3.0,3,3,3,3,3,Very good.,
Veteriner Fakültesi,üniversite,4.2,3,4,4,5,5,Güzel insan.,1.0
Veteriner Fakültesi,üniversite,4.6,4.5,5,4.5,4.5,4.5,İyi bir hoca. Ne kadar derste bana yasak koysada içerik olarak iyi insan.,1.0
Veteriner Fakültesi,üniversite,1.93,1,2.33,3,2,1.33,Geri kalanı bilmem ama kendisini şahsen severim.,0.0
Veteriner Fakültesi,üniversite,4.4,3,5,5,4,5,Süper bir hoca.,1.0
Veteriner Fakültesi,üniversite,4.6,4.5,5,4.5,4.5,4.5,Örnek alınması gereken bir hoca.,1.0
Veteriner Fakültesi,üniversite,1.93,1,2.33,3,2,1.33,Arkasından iyi hocaydı diyecek biri var mı ben de merak ediyorum. 120 kişiden 2 kişi geçmiş.,0.0
Veteriner Fakültesi,üniversite,1.0,1,1,1,1,1,"Ya siz anlamıyorsunuz ya ben anlatamıyorum, ben iyi anlatırım...",0.0
Veteriner Fakültesi,üniversite,1.93,1,2.33,3,2,1.33,Hepimiz kaldık.,0.0
Tarih,lise,4.6,3,5,5,5,5,Saygılar hocam.,1.0
Tarih,lise,5.0,5,5,5,5,5,Yorum yok.,1.0
İngilizce,lise,5.0,5,5,5,5,5,Takdir ettiğim öğretmenlerden biridir.,1.0
İngilizce,lise,5.0,5,5,5,5,5,Yorum yok.,1.0
İngilizce,lise,5.0,5,5,5,5,5,Çok iyi bir öğretmen.,1.0
Makina Teknolojisi,lise,5.0,5,5,5,5,5,İyi ki varsınız hocam.,1.0
Matematik,lise,3.6,1,2,5,5,5,Aslında çok iyi bir öğretmen.,1.0
Matematik,lise,5.0,5,5,5,5,5,Böyle bir öğretmen bir daha gelmez.,1.0
Coğrafya,lise,5.0,5,5,5,5,5,Yorum yok.,1.0
Beden Eğitimi,lise,5.0,5,5,5,5,5,Çok eğlenceli bir öğretmendir.,1.0
Din Kültürü ve Ahlak Bilgisi,lise,5.0,5,5,5,5,5,Saygılar hocam.,1.0
Tarih,lise,5.0,5,5,5,5,5,Böyle öğretmenlerim oldukça okumayı daha çok seviyorum.,1.0
Türk Dili ve Edebiyatı,lise,5.0,5,5,5,5,5,"Bütün hocalarım böyle olsa on sene daha okurum, sıkılmam. ;)",1.0
Mühendislik Mimarlık Fakültesi,üniversite,2.33,1.67,2.33,3.67,2,2,"Kendisi makine mühendisi olmayan, derste yalnızca formül anlatan, rektör yardımcılığı döneminde transkriptleri paralı hale getirmek ve okulda köpeklerle yanlış parkeden arabaları kovalamak dışında bir şey yapılmamış hocamızdır. Hatta bir keresinde derste depremin formülünü bulduğunu iddaa etmiştir. :D",0.0
Güzel Sanatlar Fakültesi,üniversite,5.0,5,5,5,5,5,"Mükemmel bir insan, mükemmel bir karakter.",1.0
Mühendislik Mimarlık Fakültesi,üniversite,3.93,4,4,3.67,3.67,4.33,"Haydar hocam sadece ülkesine ve milletine hizmet eden, haksızlığa karşı mücadeleden asla vazgeçmeyen, prensiplerinden asla ödün vermeyen, enerji konusunda Türkiye'deki sayılı bilim adamları arasında gösterilen ve öğrencilerini her zaman koruyan, kollayan, mükemmel bir hocadır.",1.0
Bilişim Teknolojileri,lise,3.0,2.33,3.67,3.67,3,2.33,Yorum yok.,
Rehberlik,lise,5.0,5,5,5,5,5,İyi hoca.,1.0
Yabancı Diller Yüksekokulu,üniversite,2.2,3,5,1,1,1,"Enerji dolu ve hiç yorulmak bilmeyen, bana İngilizce'yi sevdiren hocam.",0.0
İngilizce,lise,5.0,5,5,5,5,5,Çok güzel hoca.,1.0
Bilişim Teknolojileri,lise,4.2,2.5,4,4.5,5,5,Yakışıklı. Çok iyi laf yapıyor.,1.0
Matematik,lise,2.2,2,2,1,3,3,Geçen dönem 2 geldi.,0.0
Din Kültürü ve Ahlak Bilgisi,lise,3.3,4,1,1.5,5,5,Bir de biz anlasak. :),
Felsefe,lise,4.3,2,5,5,4.5,5,Öğrencileri ne kadar büyük bir şansı yakaladıklarının farkına varmalıdırlar ve edebildikleri kadar sık Yaşar hocam ile sohbet etmelidirler.,1.0
Fen Edebiyat Fakültesi,üniversite,4.2,3,5,3,5,5,Çok neşelisiniz hocam. Bu neşeniz en isteksiz öğrenciyi bile derse kilitleyebiliyor. Sizi tebrik ediyor bütün eğitim hayatınız boyunca bu tutumunuzdan vazgeçmemenizi diliyorum. :))))),1.0
Coğrafya,lise,4.4,2,5,5,5,5,Hocam sizi çok seviyorum. ATL10-A'dan Nisa.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.4,3,4,5,5,5,Kudret Hoca'nın asistanı olarak geliyor derse. Sınavları o yapmıyor. Yapsa nasıl olur acaba?,1.0
Mühendislik Fakültesi,üniversite,3.13,2.33,3,4.67,3.33,2.33,Okulda gördüğüm en mükemmel hocalardan biri. Dersleri çok eğlenceli geçer. Öğrenciyle iletişimi mükemmeldir. Odasına çok rahat gidip konuşulabilir. Hocamın derslerini anlamama gibi bir ihtimaliniz yok. O ne yapar eder size o konuyu anlatır.,
Bilişim Teknolojileri,lise,1.8,3,1,1,1,3,Yorumsuz. Biraz çalışmalı.,0.0
Bilişim Teknolojileri,lise,4.4,2,5,5,5,5,"Çok iyi ve bilgili, profesyonel hocamız.",1.0
Yabancı Diller Yüksekokulu,üniversite,4.2,1,5,5,5,5,Yorum yok.,1.0
İngilizce,lise,4.6,5,4,5,4,5,Harika bir hocadır.,1.0
İngilizce,lise,4.6,3,5,5,5,5,"Tayyibe Hoca, benim Afyon Lisesi'nde 9. sınıfta İngilizce öğretmenimdi. Bir sene dersime girmiş olmasına rağmen ben lise hayatı boyunca olan İngilizce ders başarımı, bilgimi ona borçluyum. İyi ki tanımışım onu. Gitmesine o kadar üzülmüştük ki arkadaşlarla kendisinden hala özlemle bahsederiz.",1.0
Beden Eğitimi,lise,3.8,4,4,4,3,4,Diyecek bir şey yok.,1.0
Tarih,lise,4.6,3,5,5,5,5,Tarihi sevdiren insan.,1.0
İngilizce,lise,5.0,5,5,5,5,5,"Gülçin hocam tanıdığım en iyi İngilizce öğretmeni. Hocam nasılsınız, sizi hala unutmadım. Sizi tekrar görmeyi çok isterim.",1.0
Mühendislik Fakültesi,üniversite,4.7,3.5,5,5,5,5,Çok iyi bir hoca.,1.0
Fen Edebiyat Fakültesi,üniversite,1.6,1,1,1,3,2,"Yorumsuz, kurtulmak istiyorum şu adamdan.",0.0
Biyoloji,lise,4.2,2,5,5,4,5,"Profesör edasıyla, bilgisiyle ve deneyimiyle bana çok şey katan ve bana örnek olan hocam. Genel kültüründen ders anlatımına, yazdığı kitaplardan derslerdeki örneklerine kadar kalbimizde yer edinmiş saygıdeğer bir insandır kendisi. Vatanımıza bir doktor daha yerleştirdiniz hocam, sizin sayenizde...",1.0
Türk Dili ve Edebiyatı,lise,4.6,3,5,5,5,5,Edebiyatı Lale Hoca'yla sevdim ve anladım. Keşke Sağmalcılar'dan gitmeseydi.,1.0
Mühendislik Fakültesi,üniversite,4.2,5,5,5,4,2,"İyi biri, bir de soracağı soruları bilsem. :D",1.0
Veteriner Fakültesi,üniversite,5.0,5,5,5,5,5,Bir gün kendisiyle bir sebepten konuşmayı çok istediğim insan. O beni tanımıyor ama onda bana ait çok değerli birşey var.,1.0
Fizik,lise,2.0,1,1,3,1,4,İyi ama zor.,0.0
Matematik,lise,4.2,2,5,5,4,5,Listeden kaldırma hariç herşey muhteşem. :),1.0
Müzik,lise,3.6,5,4,2,4,3,Çok iyi bir hoca.,1.0
Fen Edebiyat Fakültesi,üniversite,3.8,2,5,5,2,5,Çok değerli bir insandır. Bölüm başkan yardımcılığı yaparken bile o kadar işinin arasında mutlaka zaman ayırır öğrencilerine. Çok anlaşılır ders anlatır. Aktif katılım sağlar. Bitki pek sevmesem de hatırı için çok ders çalışmışlığım vardır. :),1.0
Fen Edebiyat Fakültesi,üniversite,4.0,2,4,5,4,5,"Çok şevkatlidir, çok bilgilidir, çok çok iyidir. Beş sene danışmanlığımı yapmıştır ve hep pozitiftir. Çok iyi ders anlatır, her sorunuza bıkmadan cevap verir. Çok tatlıdır. :))",1.0
Fen Edebiyat Fakültesi,üniversite,4.4,3,5,5,4,5,"Hayatta görüp görülebilecek nadide, süper, hoşgörülü, anlayışlı, yerine göre davranan, abi olan, hoca olan, çok farklı, mükemmel bir insan. Mükemmel bir hoca...",1.0
Fen Edebiyat Fakültesi,üniversite,3.2,3,1,5,4,3,İyi bir hocamızdır ama sinirliyken yanında dolanmamalı. :),
Biyoloji,lise,5.0,5,5,5,5,5,Yorum yok.,1.0
Hukuk Fakültesi,üniversite,4.2,1,5,5,5,5,"Süper anlatır, süper öğretir!",1.0
Tarih,lise,4.3,2,5,4.5,5,5,Ders anlatımının üstüne tanımadığımız nadir hocalarımızdandır.,1.0
Fen Edebiyat Fakültesi,üniversite,4.9,4.5,5,5,5,5,Hep esprili ders anlatır ve onun anlattığı dersler hep eğlencelidir. Ayrıca bilgisi ve anlatış tarzı çok iyi. Çok iyiliksever ve anlayışlı olduğu için bazen öğrenciler suistimal edince kızdığı da oluyor ama hemen geçiyor. İyi ki varsın Gönül Hocam.,1.0
Mühendislik Fakültesi,üniversite,4.0,4,2,5,5,4,"Üniversitenin bilimsel bir kurum olduğunu hatırlatan bir hocadır. Öğretmenlik kabiliyeti ortalama bir düzeydedir. İşini hakkıyla yapan, profesyonel bir akademisyendir. Her zaman hak ve hukuktan yanadır. Günümüz itibariyle Gaziantep Üniversitesi'nde profesör ünvanı ile akademik kariyerini sürdürmektedir.",1.0
Mühendislik Fakültesi,üniversite,2.4,3,3,2,1,3,"Ders yapmaz, erteler. Ertelediği dersi de erteler. Yönetmeliklere aykırı olsa bile resmi tatillerde bile sınav yapmışlığı vardır. Bunun nedeni Elazığ TSO'daki sorumluluklarını üniversitedeki akademisyenlik sorumluluklarıyla karıştırmasıdır.",0.0
İngilizce,lise,5.0,5,5,5,5,5,":) Onu çok seviyorum. Yardımseverliğini ve sevecenliğini hala unutmuyorum, unutmayacağım. Aslında dersime girmese bile yine her yerde onu görüyorum (okul olarak değil). Yani şöyle ki; insanın bazı kişileri içinde yaşatması vardır ya işte öyle...",1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,3.0,1,3,5,2,4,Genelde zor bir hoca. Şimdi Anayasa Mahkemesi'nde görevli.,
Din Kültürü ve Ahlak Bilgisi,lise,5.0,5,5,5,5,5,Yorum yok.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.4,3,5,5,4,5,"Hocamız alanında iyi, ders anlatımı gayet güzel.",1.0
Fen Edebiyat Fakültesi,üniversite,3.8,1,5,5,3,5,Ömer Hoca hep yardımsever ve iyilikle yaklaşan bir hoca. Derse hakimiyeti de çok fazla. Hiç bir zaman kızmaz ve kibardır.,1.0
Fen Edebiyat Fakültesi,üniversite,3.8,1,5,5,3,5,Her zaman güleryüzlü ve çok yardımsever. Tıp ve eczacılık konularındaki bilgileriyle ufkumuzu genişletiyor. Onunla dersler hep daha güzel.,1.0
Fen Edebiyat Fakültesi,üniversite,4.2,2,5,5,4,5,Öğrencilerine birşeyler katmak için gerçekten çabalar. Güncel örneklerle dersini güzelleştirir. Öğrencilerine karşı ilgilidir.,1.0
Fen Edebiyat Fakültesi,üniversite,4.4,3,5,5,4,5,Yaptığı işi seviyor ve sosyolojiye her yönden hakim. Hem ders anlatımı hem öğrenciye yaklaşımıyla harika bir hoca. Çok şanslıyım ki dersini alıyorum.,1.0
Eğitim Fakültesi,üniversite,2.2,2.33,1.67,2.33,2.33,2.33,Yorum yok.,0.0
Eğitim Fakültesi,üniversite,3.2,3,4,3,2,4,Özledik sizi.,
Tarih,lise,4.8,4,5,5,5,5,Ders alabileceğiniz en iyi tarih hocasıdır.,1.0
Fizik,lise,5.0,5,5,5,5,5,Alanında okulun en iyisi.,1.0
Coğrafya,lise,5.0,5,5,5,5,5,Süperdir. =),1.0
Biyoloji,lise,4.6,4,5,4,5,5,Sistemin ezberciliğini bozmuyor ama yine de iyi.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,3.8,2,3,4,5,5,Dersi alınması gereken bir hocadır.,1.0
Matematik,lise,5.0,5,5,5,5,5,Mükemmel. :),1.0
Fizik,lise,3.6,2,4,5,2,5,Gerçekten çok güzel ders anlatır. Öğrenciyle ilgilenir.,1.0
Biyoloji,lise,4.0,3,4,5,3,5,Çoook mükemmel bir hocadır.,1.0
Eğitim Fakültesi,üniversite,5.0,5,5,5,5,5,"İdolüm benim, süper hocadır!",1.0
Fen Fakültesi,üniversite,3.2,1,4,4,4,3,Huyuna gidince iyi  sayılır. Sese hiç tahammülü yoktur. Bir derste arkadaş hapşurunca birinin çok yaşa demesi üzerine sınıfa kalem fırlatıp çıkıp giden bir hocadır.,
Yabancı Diller Bölümü,üniversite,3.4,1,5,5,1,5,"Adeta dersi yaşıyordum. Hiç böyle samimi, candan İngilizce hocam olmamıştı. Çok akıcı anlatıyordu. Bir de Beşiktaşlı olmasaydı. Teşekkürler hocam. Bir daha doğsam anadilimi sizden öğrenmek isterdim. :)",
Tarih,lise,5.0,5,5,5,5,5,O bizim en çok sevdiğimiz öğretmenimiz. :),1.0
Matematik,lise,5.0,5,5,5,5,5,Çok hızlı olmasına rağmen kalıcı bilgiyi öğrenciye aktarabiliyor. Siz de onun hızına yetişmeye çalışırken hızlı ve pratik oluyorsunuz. Öncelikle dersi sevmeniz gerekiyor. Benim iş hayatımda bile bu yönü etkili olmuştur. Kendisine teşekkür ederim. Sevilen herşey kişiyi başarıya ulaştırır.,1.0
İngilizce,lise,2.6,5,1,1,5,1,Ne desen boş.,
Fen Edebiyat Fakültesi,üniversite,4.6,3,5,5,5,5,Bolu fiziğin kralı.,1.0
Bilişim Teknolojileri,lise,4.4,2,5,5,5,5,Lisedeki en iyi hocalarımdan biridir. :) Öğrettikleriniz için teşekkürler.,1.0
Fen Edebiyat Fakültesi,üniversite,1.6,2,1,1,2,2,Emekli olsun. Başka bir şey söylemeyeceğim.,0.0
Fen Edebiyat Fakültesi,üniversite,1.8,2,2,2,1,2,Ne denir bilmiyorum. Çarşıda fotokopicilerde yıllar öncesinin soruları var. Hala aynı soruları sorar. Omurgalı kuş çalışıyor hocamız ama omurgasızları da iyi bilir herhalde. Bölümde omurgasız dersini verecek hoca yok galiba. Omurgalı dersini de bölümdeki diğer hocalar uzmanlık alanlarına göre verseler.,0.0
Fen Edebiyat Fakültesi,üniversite,2.4,3,2,2,1,4,Emekli olsun artık.,0.0
Fen Edebiyat Fakültesi,üniversite,1.6,4,1,1,1,1,Ne denir bilemiyorum.,0.0
Fen Edebiyat Fakültesi,üniversite,2.2,3,1.5,2,2,2.5,"Bu dersi vermiş, vermemiş çok da önemli değil. Derste birşey soruyoruz, ""google amcaya sorun"" diyor. Böyle eğitim alıyoruz işte. Derslerimiz o kadar laylaylom ki yok mu buna dur diyecek? Bölüm başkanımıza söylüyoruz, değişen bir şey yok. Kime söyleyelim? Yatay yapacam, artık yeter.",0.0
Fen Edebiyat Fakültesi,üniversite,1.4,3,1,1,1,1,"Sanki bölümde hiç kimse yokta bu dersi veriyorlar bu hocaya, ne anlatıyor anlamıyorum. Ya bende sorun ya da... Dersin kolay olması önemli değil, anlatanı önemli. Hidro lab diye ders aldık, hidrobiyoloji lab. nerede, ne var bilmiyoruz. Kalite denilince toz kondurmayanlar, neredesiniz? Yorumlayın, yok mu kimse?",0.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,1.0,1,1,1,1,1,Yorum yok.,0.0
İngilizce,lise,4.6,4,5,5,4,5,Mükemmel ders anlatır. İnanılmaz keyifli ve zevkli hikayelerle süsler. Bütün hayata bakış açımı değiştiren bir duruşa sahiptir. Satır aralarında söylediği lafları hiç unutamam. Doruk Gürkan bir Amerikalı gibi konuşur.,1.0
Mühendislik Fakültesi,üniversite,3.8,3,3,4,4,5,"Farklı bir insan ya, bildiklerini paylaşmaz hiç...",1.0
Edebiyat Fakültesi,üniversite,2.0,1,3,1,3,2,Başka konulara girip çıkmaktan derste bir gazel dahi işleyemez. Sınavlardan da anlatmadığı bir iki kitaptan sorumlu tutması olası.,0.0
Edebiyat Fakültesi,üniversite,4.8,4,5,5,5,5,"Bölümün geleceğe yatırım yapan ve hayata hazırlayan hocasıdır. Pragmatisttir, dört sene boyunca öğrenilen bilgilerin kullanılmasını sağlar.",1.0
Edebiyat Fakültesi,üniversite,1.0,1,1,1,1,1,"Odasına gidip bir şey soracak olursanız kovar, bütünleme sınavlarına gireni affetmez, büyük ölçüde bırakır.",0.0
Edebiyat Fakültesi,üniversite,4.4,4,5,5,3,5,"Eğer sabah sabah derse gelebilirseniz muhteşem ders anlatır. Bir önceki sene öğrenemediğiniz Göktürkçe'yi, Uygurca'yı da burada öğrenirsiniz.",1.0
Coğrafya,lise,4.8,4,5,5,5,5,Yorum yok.,1.0
Edebiyat Fakültesi,üniversite,2.0,3,1,2,1,3,Derste yazdırır ve oldukça fazla yerden sorumlu tutar. Sınavlarda da anlatmadığı yerden sorabilir. Var öyle bir tehlike.,0.0
Edebiyat Fakültesi,üniversite,3.4,3,4,3,3,4,"Her ne kadar suratı asık biri gibi görünse de kötü değildir, en azından çözüm odaklı çalışır.",
Güzel Sanatlar Fakültesi,üniversite,4.55,4,5,5,4,4.75,"Derslerimizi sohbet havasında işliyoruz. Keyifli anlatımıyla tartışmaya açık, kendimizi çok rahat ifade edebildiğimiz özgür düşünce ortamı sağlıyor. Ders anlatırken çok enerjik, esprili ve öğrenciyi sıkmadan aktif hale getiriyor. Daha ne olsun. :))",1.0
Güzel Sanatlar Fakültesi,üniversite,4.6,3,5,5,5,5,"Eğitimci alanında yeterli bilgi birikimine sahip, prensipli, ince espiriler yapan (bu yönünü çoook seviyoruz), problem çıkaran değil, problem çözen, insani değerleri çok yüksek. Sloganı:çalışanın yanındayım. :) Sizi çok seviyoruz hocam.",1.0
İngilizce,lise,4.8,4,5,5,5,5,Çok iyi.,1.0
Mühendislik Mimarlık Fakültesi,üniversite,5.0,5,5,5,5,5,Dünyanın en şeker matematik hocalarından biri. :),1.0
Veteriner Fakültesi,üniversite,5.0,5,5,5,5,5,Çok zevkle dersini dinlemekteyiz.,1.0
Matematik,lise,4.4,2,5,5,5,5,Gerçekten çok iyi bir öğretmen ve çok iyi bir insan. :),1.0
Coğrafya,lise,4.4,2.5,5,5,5,4.5,"Mustafa Hoca dersime giriyor. Çok değerli bir insan, çok iyi bir öğretmen. Dersinide çok güzel anlatır. Tam olması gerektiği gibi. Herkesin isteyeceği bir öğretmen. :)",1.0
Din Kültürü ve Ahlak Bilgisi,lise,4.4,5,4,4.33,3.67,5,İyi bir hoca.,1.0
Mühendislik Fakültesi,üniversite,2.48,2.29,2.29,2.57,2.75,2.5,"Öbür dünyaya da boşuna inanmayın arkadaşlar, Allah hakkaten varsa haksızlıklar olmazdı değil mi?",0.0
Felsefe,lise,4.2,3,5,5,3,5,"Tanıdığım en olağanüstü birkaç öğretmenden birisi. Konusuna çok hakim, insan ilişkileri ve öğrencilerine yaklaşımı mükemmel diyebilirim. Onun öğrencisi olduğum için çok şanslıyım. Öğretim teknikleri çok etkili.",1.0
Fen Edebiyat Fakültesi,üniversite,1.0,1,1,1,1,1,Yorum yok.,0.0
Güzel Sanatlar Fakültesi,üniversite,4.55,4,5,5,4,4.75,"Harikuladenin harkında, fevkaledenin fevkinde bir hocamız. Ders anlatımı biraz sohbet tadında ve bu tad dinlemenize, anlamanıza yardımcı olmaktadır. Hocamızı ders takiplerinden dolayı kızdırmamak gerekir. Ben bu acıyı tattım. Öğrencinin halinden, sıkıntısından çok iyi anlar. Saat 9'da olan dersi 1'e aldı, daha n'olsun.",1.0
Biyoloji,lise,4.0,2,5,5,4,4,Bence biyoloji öğretmenliği az gelir bu hocaya çünkü bilgi dağarcığı çok geniş.,1.0
Türk Dili ve Edebiyatı,lise,4.8,4,5,5,5,5,En saygın kişiliğe sahip.,1.0
Türk Dili ve Edebiyatı,lise,2.8,1,2,4,4,3,İyi bir hoca.,
Coğrafya,lise,3.6,4,3,2,4,5,İyi ama anlamak çok güç.,1.0
Kimya,lise,5.0,5,5,5,5,5,Sizin gibi hocamız yok bizim.,1.0
Fen Edebiyat Fakültesi,üniversite,5.0,5,5,5,5,5,Tanıdığım en iyi öğretmendir kendisi!,1.0
Mühendislik Fakültesi,üniversite,2.9,2.5,3.5,3.5,2.5,2.5,"Derse gelirken tek bir kağıt bile getirmez, yoklamayı öğrencileri süzerek gerçekleştirir. Dersi 2+ kez alan öğrencilere çok takılır. Onları sürekli soru yağmuruna tutarak güler. Herkesi koca anfinin sadece orta ön kısmına oturtur. Espritüel bir kişi olduğundan dersin nasıl geçtiği anlaşılmaz.",
Bilişim Teknolojileri,lise,4.6,4,5,5,4,5,Web tasarım dalında hem Mehmet Rüştü Uzel Endüstri Meslek Lisesi'nde ve hemde tüm Gaziantep'te bir numaralı hocamızdır.,1.0
Türk Dili ve Edebiyatı,lise,1.0,1,1,1,1,1,Yorum yok.,0.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.0,3,5,5,3,4,"Bölümde öğrencilerle diyaloğu en iyi olan hocadır. Ezberi sevmez, yorum yapılmasını ister her zaman. Her zaman günceli takip eder ve öğrencinin de takip etmesini ister. Dersin adı ne olursa olsun sınavda her zaman güncel ekonomik konularla alakalı sorular sorar, derste bunların tartışılmasını sağlar.",1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,2.6,2,4,3,2,2,Yorum yok.,
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.2,3,4,5,5,4,Yorum yok.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.8,5,5,5,4,5,Yorum yok.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,3.6,2,3,4,4,5,Yorum yok.,1.0
